Hajgiri	ஹாஜ்கிரி
Chinchalkar	சின்சல்கர்
Mehsaana	மெஹ்சானா
Glasgow	க்ளாஸ்கோ
Caledonian	கலிடோனியன்
University	யூனிவர்சிட்டி
Chandrakant	சந்திரகாந்த்
Pandit	பன்டிட்
Octavio	ஆக்டேவியோ
Profiles	ப்ரொஃபைல்ஸ்
in	இன்
Courage	கரேஜ்
Award	அவார்ட்
Maurice	மௌரிஸ்
Karishma	கரிஷ்மா
Kudrat	குத்ரத்
Ka	கா
Seetaasaran	சியன்னா
Chakori	சக்கோரி
Shyamala	ஷியாமளா
Pucca	பக்கா
Badamash	பாதாமாஷ்
Edger	எட்கர்
allan	ஆலன்
Poe	போப்
Ghatampur	கட்டம்பூர்
Throgs	திராக்ஸ்
Neck	நெக்
Iphigenia	இபிஜீனியா
Fidel	ஃபிடல்
Amy	எம்மி
Nocil	நோசில்
Canadian	கேனடியன்
Imperial	இம்பீரியல்
Bank	பேங்க்
of	ஆப்
Commerce	காமர்ஸ்
Baghpat	பாக்பத்
Ram	ராம்
Avtar	அவ்தார்
Ami	அமி
Arivumadhi	அரிவுமதி
Fineen	ஃபினீன்
Douglas	டக்ளஸ்
Argentina	அர்ஜன்டீனா
Gora	கோரா
Aur	ஔர்
Kala	காலா
Devika	தேவிகா
Darius	டேரியஸ்
Odelia	ஓடிலியா
Fabienne	ஃபாபியானி
Sarasija	சரஸிஜா
Neki	நேகி
Aur	அவுர்
Badi	பதி
Viklaant	விக்லாந்த்
Abdul	அப்துல்
muhasin	முஹசின்
Dainik	டைனிக்
purvoday	புர்வோதே
Boston	பாஸ்டன்
Cajon	காஜன்
Namoona	நமூனா
Malamaal	மாலாமால்
Vaachaa	வாச்சா
Tom	டாம்
Peters	பீட்டர்ஸ்
Gul	குல்
Sanobar	சனோபர்
Tamatha	டமாதா
Orson	ஆர்சன்
Wales	வேல்ஸ்
Narapat	நரபத்
Aurat	ஔரத்
Aurat	ஔரத்
Aurat	ஔரத்
Sitapur	சீதாபூர்
Inderdeep	இந்தர்தீப்
Devendra	தேவேந்திரா
Deen	தீன்
Shrikrushna	ஸ்ரீகிருஷ்ணா
Dean	டீன்
Ahad	அஹாத்
Mairead	மேரியட்
Sandoval	சான்டோவல்
World	வோர்ல்ட்
Figure	ஃபிகர்
skating	ஸ்கேட்டிங்
Champions	சாம்பியன்ஸ்
Woodstock	உட்ஸ்டாக்
Historical	ஹிஸ்டாரிக்கல்
Society	சொசைட்டி
Carla	கார்லா
Harry	ஹாரி
Potter	பாட்டர்
Anchoret	ஆங்கோரெட்
Weymouth	வெய்மவுத்
Laakshaa	லாக்ஷா
Mariel	மேரியல்
Millennium	மில்லினியம்
Technology	டெக்னாலஜி
Prize	ப்ரைஸ்
Imran	இம்ரான்
Nazir	நஸீர்
Raamalaal	ராமலால்
Sun	சன்
Microsystems	மைக்ரோசிஸ்டம்ஸ்
Kausar	கெளஸார்
Pandit	பண்டிட்
Aur	அவுர்
Pathan	பதான்
Oadira	ஒதிரா
Santan	சன்த்தன்
Mahanadi	மஹாநதி
Wilma	வில்மா
Fern	ஃபெர்ன்
Sadyojat	சத்யோஜத்
Husn	ஹஸன்
Ka	கா
Chor	சோர்
Cabo	காபோ
Orange	ஆரஞ்ச்
Dixie	டிக்ஸி
Aasiyah	ஆஸியா
Ronador	ரொனடார்
Zoraster	ஜோரஸ்டர்
Atre	அட்ரீ
Jack	ஜேக்
Heron	ஹெரோன்
Vineeta	வினீதா
Aar	ஆர்
Paar	பார்
Barua	அப்ருஆ
Jhade	ஜாதே
Jaan-E-Bahaar	ஜான்-ஏ-பஹார்
Milonga	மிலோங்கா
Garwah	கார்வா
Abdul	அப்துல்
qadir	காதிர்
Prerna	பிரேமா
Abou	அபூ
Ben	பென்
Adhem	அதெம்
Commerzbank	காமர்ஸ்பேங்க
Zentrale	சென்ட்ரல்
Louis	லூயிஸ்
Armstrong	ஆம்ஸ்ட்ராங்
Ek	ஏக்
Chadar	சதர்
Maili	மயிலி
Si	சி
Iqbal	இக்பால்
Qasim	காஸிம்
Linore	லினோர்
Shrilakshmi	ஸ்ரீலக்ஷ்மி
Chalaak	சாலாக்
Yashodaanandan	யசோதாநந்தன்
pricewaterhouse	பிரைஸ்வாட்டர்ஹவுஸ்
coopers	கூப்பர்ஸ்
Isadora	இசாதோரா
Matwale	மாத்வாலெ
Order	ஆர்டர்
of	ஆஃப்
Smile	ஸ்மைல்
Narendra	நரேந்திரா
Barkha	பர்க்கா
Eithne	ஐத்ன்
Craig	க்ரெய்க்
Wishart	விஷார்ட்
Abhi	அபி
Abhi	அபி
Buxar	புக்ஸார்
Johannesburg	ஜோவன்னஸ்பர்க்
Chakshu	சக்ஷூ
Gariep	கரிப்
Dam	டேம்
Woodrow	வுட்ரூ
Lazar	லாஸர்
Subhaash	சுபாஷ்
Piya	பியா
Ghar	கர்
Aja	அஜா
Cedric	செட்ரிக்
Dabhade	தபதே
Khimsar	கிம்சார்
David	டேவிட்
Smith	ஸ்மித்
Vyomesh	வியோமேஷ்
Rotterdam	ரோட்டர்டாம்
Demeter	டிமீட்டர்
Estelle	எஸ்டெல்
Gaurika	கெளரிக்கா
Pitsberg	பிட்ஸ்பர்க்
Paul	பால்
Simon	சைமன்
Dixmude	டிக்ஸ்முட்
Maysun	மேசன்
John	ஜான்
Traicos	ட்ரெய்காஸ்
Adonis	அடோனிஸ்
Narasimha	நரசிம்மா
Aligarh	அலிகர்
Clarimonde	கிளாரிமாண்ட்
Denesh	தினேஷ்
Ramdin	ராம்தின்
Raisa	ரெய்சா
Gorbachev	கார்பச்சேவ்
Ruggiero	ருஜிரோ
Kumudam	குமுதம்
Schopenhauer	ஷோபென்ஹாயர்
Peter	பீட்டர்
Hell	ஹெல்
Gate	கேட்
RailRoad	ரேயில்ரோட்
Azadeh	அஸாதேஹ்
Geological	ஜியாலாஜிக்கல்
Museum	மியூஸியம்
of	ஆஃப்
china	சைனா
Devasthali	தேவஸ்தலி
Batool	பதூல்
Jai	ஜெய்
Prakash	பிரகாஷ்
Yadav	யாதங்
Lisette	லிசட்
Bheem	பீம்
Paul	பால்
Sheahan	ஷியேஹான்
Grant	கிராண்ட்
Gayatri	காயத்ரி
Mahima	மஹிமா
Nani	நானி
Maa	மா
Govilkar	கோவில்கர்
Bayer	பாயர்
India	இந்தியா
Garran	கார்ரன்
Manzilen	மன்ஸிலென்
Aur	அவுர்
Bhi	பி
Hain	ஹைன்
Albion	அல்பியான்
Abundant	அபண்டண்ட்
Life	லைப்
Christian	கிறிஸ்டியன்
Fellowship	பெல்லோஷிப்
Tanika	தனிகா
Jaydeep	ஜெய்தீப்
Kachchi	கச்சி
Kali	காளி
Susil	சுஷீல்
Fernando	ஃபெர்னாண்டோ
Ratnabali	ரத்னபாலி
Ahaggar	அஹாக்கர்
Malini	மாலினி
Shakun	ஷகுன்
Liers	லையர்ஸ்
Sumitraa	சுமித்ரா
Paavgi	பாவ்கி
Henri	ஹென்ரி
Gary	காரி
Robertson	ராபெர்ட்சன்
Calvine	கால்வின்
Tony	டோனி
Kent	கெண்ட்
Strix	ஸ்ட்ரிக்ஸ்
award	அவார்ட்
Caraf	காராஃப்
Elaine	எலைனி
Gul	குல்
Sanovar	சனோவர்
Chelsea	செல்ஸியா
Saleem	சலீம்
Malik	மாலிக்
I^jeeniyar	இஞ்சீனியர்
Hussain	ஹுசெயின்
Subayah	சுபாயா
Serra	செர்ரா
da	டா
Capivara	கேப்பிவாரா
Nicholas	நிக்கோலஸ்
Pirama	பிரமா
Fort	ஃப்போர்ட்
spion	ஸ்பியான்
Ek	ஏக்
Aur	ஔர்
Khoon	கூன்
Vaakpati	வாக்பதி
Lepanto	லெபான்டோ
Fatwa	ஃபட்வா
Raikoti	ராஜ்கோடி
Phande	பான்தே
Baaz	பாஸ்
Adidas	அடிடாஸ்
Acharya	அசார்யா
Acharyasutaa	ஆசார்யாசுதா
Andhra	ஆந்திரா
Bank	பேங்க்
Wahhaj	வாஜ்
Bhandape	பாந்தபே
Ghodgaonkar	கோத்கோன்கர்
Kitty	கிட்டி
Rashid	ரஷீத்
Latif	லத்தீஃப்
Daren	டேரன்
Ganga	கங்கா
Mike	மைக்
Atherton	அதெர்டன்
Papua	பபுவா
New	நியூ
Guinea	கினியா
Pravesh	பிரவேஷ்
Renee	ரெனீ
Zellweger	ஸெல்வேகர்
Vishaal	விஷால்
Philippine	பிலிப்பைன்
Bank	பேங்க்
of	ஆப்
Communication	கம்யுனிகேஷன்
Sonalee	சோனாலி
Arundhatinaath	அருந்தாதினாத்
Tahina	தஹினா
Tom	டாம்
Hogan	ஹோகன்
Fatinah	ஃபதீனா
Teesri	தீஸ்ரி
Aankh	ஆங்க்
Kirti	கிர்த்தி
Mukarram	முக்காராம்
Livett	லிவெட்
Divaakar	திவாகர்
Muqaddas	முக்காதாஸ்
Maqsad	மக்சாத்
Linda	லிண்டா
Trip	ட்ரிப்
Chadotar	சடோத்தார்
Bhajan	பஜன்
Pitambar	பிதாம்பர்
Bhavna	பாவ்னா
Mangu	மங்கு
Shahjahanpur	ஷாஜாஹான்பூர்
Vanani	வனனி
Laxmi	லக்ஷ்மி
Narayan	நாராயன்
Banamala	பனமாலா
Kitna	கித்னா
Badal	பாதல்
Gaya	காயா
Insan	இன்சான்
Nizam	நிஸாம்
Sagar	சாகர்
Order	ஆர்டர்
of	ஆஃப்
the	தி
Tower	டவர்
and	அண்ட்
Sword	ஸ்வார்ட்
Gurudwara	குருத்வாரா
Tikana	டிகானா
Sahib	சாஹிப்
Diqrah	திக்ரா
Srapanch	ஸ்ரபஞ்ச்
Berlin	பெர்லின்
Agatha	அகாதா
Edith	ஈடித்
Ritadhvaj	ரிதாத்வாஜ்
Uwayam	ஊவாயம்
Ek	ஏக்
Adhuri	அதுரி
Kahani	கஹானி
Chip	சிப்
Charlemagne	சார்லேமாக்னெ
Aakhri	ஆக்ரி
Cheekh	சீக்
Ek	ஏக்
Baar	பார்
Kaho	கஹோ
War	வார்
between	பிட்வீன்
Brandenburg	பிரான்டென்பர்க்
and	அண்ட்
Sweden	ஸ்வீடன்
Garam	கரம்
Masala	மசாலா
Dildaar	தில்தர்
Kinshuk	கின்ஷுக்
Maharaja	மஹாராஜா
Vikram	விக்ரம்
Sau	செள
Saal	ஸால்
Baad	பாத்
Ranbaxy	ரேன்பேக்ஸி
Labs	லேப்ஸ்
Harold	ஹரால்ட்
Morton	மார்ட்டன்
Landon	லேண்டன்
Translation	ட்ரான்ஸ்லேஷன்
Award	அவார்ட்
Fillmore	ஃப்பில்மோர்
Saudaa	செளதா
Kahma	காஹ்மா
Uranium	உரேனியம்
Robert	ராபர்ட்
Fulghum	ஃபல்கம்
Tambora	டம்போரா
Deswal	தேஸ்வல்
Sati	சதி
Madalasa	மடல்ஸா
Devinderpal	தேவிந்தர்பால்
Katyal	காட்யால்
Patthar	பத்தர்
Aur	அவுர்
Payal	பாயல்
Gul	குல்
Bahar	பாஹர்
Meghanaad	மேகானாத்
Ghrishneshwar	கிரினேஷ்வர்
Pamposh	பம்போஷ்
Saffron	சாஃபரான்
Vidhaata	விதாதா
Thorium	தோரியம்
Pyar	பியார்
Ho	ஹோ
Gaya	காயா
Gloria	க்ளோரியா
Steinem	ஸ்டேனம்
Buraj	புராஜ்
Alicia	அலிஷியா
Mohul	மொஹல்
El	எல்
Potosi	பொடோஸி
Lance	லான்ஸ்
Klusener	க்ளூஸ்னர்
Chhapi	சாப்பி
Babul	பாபுல்
Khooni	கூனி
Kaun	கவுன்
Fort	ஃப்போர்ட்
op	ஆப்
de	டி
voordorpsdijk	வூர்டார்ப்ஸ்டிஜ்க்
Chhabi	சாப்பி
Baraigram	பராய்க்ராம்
Junction	ஜங்ஷன்
Winona	வினோனா
Ryder	ரைடர்
Kan_haiyaalaal	கன்ஹையாலால்
Jashn	ஜாஷ்ன்
Azad	ஆஸாத்
Desh	தேஷ்
Ke	கே
Ghulam	குலாம்
Anokha	அனோகா
Pyar	பியார்
Kato	கேட்டோ
Chris	கிரிஸ்
Kuggeleijn	குஜ்ஜெலேஜ்ன்
Chakar	சாகார்
Beijing	பெய்ஜிங்
Matondkar	மதோன்கர்
Yashogaan	யஷோகன்
Baalagopal	பாலகோபால்
Panini	பனினி
Thaqaf	தகாஃப்
Gandhik	காந்திக்
Halal	ஹலால்
Ki	கி
Kamai	கமாய்
Claudio	கிளாவ்டியோ
Ukkusiksalik	உக்குசிக்சாலிக்
Lesley	லெஸ்லி
Enakshi	இனாக்ஷி
Queenie	குயினி
Gaylord	கேலார்ட்
Farrah	ஃபராஹ்
Yojana	யோஜனா
Mahmood	மஹ்மூத்
Hamid	ஹமீத்
Keral	கேரளா
Albury	அல்பரி
Order	ஆர்டர்
of	ஆஃப்
National	நேஷனல்
Establishment	எஸ்டாப்ளிஷ்மெண்ட்
Merit	மெரிட்
Haimavat	ஹைமாவத்
Beena	பீனா
Aatikah	ஆதிகா
Lamar	லமர்
Romesh	ரொமேஷ்
Kaluwitharana	கலுவிதரானா
Abdul	அப்துல்
ali	அலி
Gopi	கோபி
Chand	சந்த்
Chamraura	சம்ரௌரா
Ford	போர்ட்
Motor	மோட்டார்
Tewaaraton	தீவாரத்தன்
Trophy	ட்ராஃபி
Gyula	க்யூலா
Getey	கேட்டி
Eulalie	இயுலலி
Tremain	ட்ரெமெய்ன்
Sheadon	ஷியாடன்
Venecia	வெனிசியா
Central	சென்ட்ரல்
Bank	பேங்க்
Travis	ட்ராவிஸ்
Bitti	பிட்டி
Altai	அல்தாய்
Bakhtiar	பக்தியார்
Tambura	டம்பூரா
Crystal	க்ரிஸ்டல்
Globe	க்ளோப்
Gyaaniji	கியாஞ்சி
SelaQui	செலாகி
World	வோர்ல்ட்
School,	ஸ்கூல்,
Dehradun	டெஹ்ராடூன்
Fort	ஃப்போர்ட்
niagara	நையாகரா
Cha	சா
cha	சா
Paper	பேப்பர்
Products	ப்ராடக்ட்ஸ்
ayyar	அய்யர்
Glenda	கிலென்டா
Khalis	காலிஸ்
Damini	தாமினி
Broechem	பிரோசெம்
fort	ஃப்போர்ட்
Bette	பெட்டே
Davis	டேவிஸ்
Ogle	ஓக்லே
Minhajul	மின்ஹாஜுல்
Abedin	அபேதின்
Lenci	லென்ஸி
Omkar	ஓம்கார்
Gulshan	குல்ஷான்
Shrivalli	ஸ்ரீவள்ளி
Boron	போரான்
Abdul	அப்துல்
Razzaq	ரசாக்
Pico	பீகோ
da	டா
Neblina	நெப்லினா
Do	தோ
Dost	தோஸ்த்
Shokhiyan	ஷோகியான்
Nagendra	நாகேந்த்ரா
Bawoo	பாவூ
Jacques	ஜாக்ஸ்
His	ஹிஸ்
Church	சர்ச்
World	வேர்ல்ட்
Outreach	அவுட்ரீச்
Center	சென்டர்
Bandra	பண்ட்ரா
Terminus	டெர்மினஸ்
Bankimchandra	பங்கிம்சந்திர
Chatarjee	சாட்டர்ஜி
Thetis	தேடிஸ்
Gurudwara	குருத்வாரா
