Spingarn	ಸ್ಪಿನ್‌ಗರ್ನ್
Fabrizio	ಫೆಬ್ರಿಝಿಯೊ
Chandha	ಚಾಂಧಾ
Warren	ವಾರೆನ್
Bettie	ಬೆಟ್ಟೀ
Preyasi	ಪ್ರೇಯಸಿ
Keagan	ಕೀಗಾನ್
Malvarkar	ಮಾಲ್ವರ್ಕರ್
Shatayu	ಶತಾಯು
Barlai	ಬರ್ಲಾ
Hopman	ಹಾಪ್‌ಮ್ಯಾನ್
Cup	ಕಪ್
Oscar	ಆಸ್ಕರ್
Raitah	ರೈತಾ
Raajiv	ರಾಜಿವ್
Satyadev	ಸತ್ಯದೇವ
Laraine	ಲಾರೈನೆ
Kaun	ಕೌನ್
Kitney	ಕಿತನೆ
Pani	ಪಾನೆ
Mein	ಮೆ
Chodiala	ಚೋಡಿಯಾಲಾ
Nawab	ನವಾಬ್
Sirazuddaula	ಸಿರಾಜುದ್‌ದೌಲಾ
Sasti	ಸಸ್ತೀ
Dulhan	ದುಲ್ಹನ್
Mahenga	ಮಹೆಂಗಾ
Doolha	ದುಲ್ಹಾ
Sirius	ಸಿರಿಯಸ್
Alakh	ಅಲಖ್
Niranjan	ನಿರಂಜನ್
Ek	ಏಕ್
Se	ಸೇ
Bhale	ಭಲೆ
Do	ದೋ
Donakonda	ದೊನಕೊಂಡ
Rasika	ರಸಿಕಾ
Bratindra	ಬ್ರತಿಂದ್ರ
Birur	ಬಿರೂರ್
Junction	ಜಂಕ್ಷನ್
Janam	ಜನಮ್
Janam	ಜನಮ್
Corsica	ಕಾರ್ಸಿಕಾ
Century	ಸೆಂಚುರಿ
sangbad	ಸಂಗಬಾದ್
Yudhisthir	ಯುಧಿಷ್ಟರ್
Melva	ಮೆಲ್ವಾ
Amareshwar	ಅಮರೇಶ್ವರ
Shiva	ಶಿವ
Bhutesh	ಭೂತೇಶ್
Louanna	ಲುವಾನ್ನಾ
Gunahon	ಗುನಾಹೋ
Ka	ಕಾ
Devta	ದೇವತಾ
Yuvati	ಯುವತಿ
Bilaspur	ಬಿಲಾಸ್‌ಪುರ್
Junction	ಜಂಕ್ಷನ್
Ashok	ಅಶೋಕ್
Patel	ಪಟೇಲ್
Clea	ಕ್ಲೀ
Coca-Cola	ಕೋಕಾ-ಕೋಲಾ
India	ಇಂಡಿಯಾ
Wafiq	ವಫೀಕ್
Nirvan	ನಿರ್ವಾಣ್
Drummond	ಡ್ರಮ್ಮಂಡ್
Khidr	ಖಿದ್ರ
Meriel	ಮೆರಿಯಲ್
Harindar	ಹರೀಂದರ್
Central	ಸೆಂಟ್ರಲ್
Oahu	ಓಹು
Bible	ಬೈಬಲ್
Shandaar	ಶಾನ್ದಾರ್
Lala	ಲಾಲಾ
Olympia	ಒಲಿಂಪಿಯಾ
Tapani	ತಪನಿ
Parth	ಪಾರ್ಥ್
Dixit	ದೀಕ್ಷಿತ್
Matrix	ಮ್ಯಾಟ್ರಿಕ್ಸ್
Lab	ಲ್ಯಾಬ್
Marged	ಮಾರ್ಗಡ್
Jim	ಜಿಮ್
Troughton	ಟ್ರಾಟನ್
Twyla	ಟ್ವೈಲಾ
Gayatri	ಗಾಯತ್ರಿ
Clermont	ಕ್ಲೆಮಂಟ್
Robyn	ರಾಬಿನ್
Venice	ವೆನಿಸ್
Marco	ಮಾರ್ಕೋ
Polo	ಪೋಲೋ
Shane	ಶೇನ್
Warne	ವಾರ್ನ್
Masood	ಮಸೂದ್
Walker	ವಾಕರ್
Museum	ಮ್ಯೂಸಿಯಂ
VocalTec	ವೋಕಲ್‌ಟೆಕ್
Communications	ಕಮ್ಯೂನಿಕೇಶನ್ಸ್
Fattah	ಫತ್ತಾ
Berkelium	ಬೆರ್ಕೇಲಿಯಂ
Royal	ರಾಯಲ್
Ontario	ಆಂಟಾರಿಯಾ
Museum	ಮ್ಯೂಸಿಯಂ
Bogota	ಬೊಗೊಟಾ
Raichur	ರಾಯಚೂರ್
Telma	ತೆಲ್ಮಿ
Aaj	ಆಜ್
Ke	ಕೆ
Shahanshah	ಶಹಂಶಾಹ್
Patty	ಪ್ಯಾಟಿ
Katyayani	ಕಾತ್ಯಾಯನಿ
Colton	ಕೋಲ್ಟನ್
Rachelle	ರಶೇಲ್
Shamshad	ಶಮ್ಶದ್
George	ಜಾರ್ಜ್
Carlin	ಕಾರ್ಲಿನ್
Fresno	ಫ್ರೆಸ್ನೋ
Art	ಆರ್ಟ್
Museum	ಮ್ಯೂಸಿಯಂ
Khooni	ಖೂನ್
Kaun	ಕೌನ್
Matlabi	ಮತಲಬೀ
Pritilata	ಪ್ರೀತಿಲತಾ
Amalia	ಅಮಾಲಿಯಾ
Baba	ಬಾಬಾ
Rexheb	ರೆಕ್ಸೆಬ್
Christopher	ಕ್ರಿಸ್ಟೋಫರ್
Marlowe	ಮಾರ್ಲೋವೆ
Trinity	ಟ್ರಿನಿಟಿ
Lutheran	ತುತೆರಾನ್
Coca	ಕೋಕಾ
Cola	ಕೋಲಾ
Enterprises	ಎಂಟರ್‌ಪ್ರೈಸ್
Vijay	ವಿಜಯ್
Yadav	ಯಾದವ್
Gurla	ಗುರ್ಲಾ
Sainath	ಸಾಯಿನಾಥ್
Tushaar	ತುಷಾರ್
Hemantha	ಹೇಮಂತ
Wickramaratne	ವಿಕ್ರಮರತ್ನೆ
Ek	ಏಕ್
Shola	ಶೋಲಾ
Medhaavinee	ಮೇಧಾವಿನೀ
Kali	ಕಾಲಿ
Raat	ರಾತ್
World	ವರ್ಲ್ಡ್
Association	ಅಸೋಸಿಯೇಶನ್
of	ಆಫ್
Newspapers's	ನ್ಯೂಸ್
Golden	ಪೇಪರ್ಸ್
Pen	ಗೋಲ್ಡನ್
of	ಪೆನ್
Freedom	ಆಫ್
Award	ಫ್ರೀಡಂ
Medhekar	ಮೆಢೆಕರ್
Betelsmann	ಬೀಟೆಲ್ಸ್ ಮನ್
Immanuel	ಇಮ್ಯಾನುಯೆಲ್
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
Raajakunvaree	ರಾಜಕುನ್ವರೀ
Calum	ಕಾಲಂ
Aoife	ಆಯ್ಫಿ
Ek	ಏಕ್
Jhalak	ಝಲಕ್
Milun	ಮಿಲುನ್
Cara	ಕಾರಾ
Earl	ಅರ್ಲ್
Manasvee	ಮನಸ್ವೀ
Sanjushree	ಸಂಜುಶ್ರೀ
Aakhri	ಆಖಿರಿ
Nishchay	ನಿಶ್ಚಯ್
Caja	ಕಾಜಾ
Saarth	ಸಾರ್ಥ್
Ashok	ಅಶೋಕ್
Malhotra	ಮಲ್ಹೋತ್ರಾ
Arth	ಅರ್ಥ್
Shaili	ಶೈಲಿ
Baqa	ಬಕ
Mangu	ಮಂಗು
Dada	ದಾದಾ
Arch	ಆರ್ಚ್
Okanogan	ಒಕಾನೊಗಾನ್
Baha	ಬಹಾ
Bala	ಬಾಲ
Larry	ಲ್ಯಾರಿ
King	ಕಿಂಗ್
Pawana	ಪವಾನಾ
Gulnar	ಗುಲ್‌ನಾರ್
Manchali	ಮಂಚಾಲೀ
Insaniyat	ಇನ್ಸಾನಿಯತ್
Ke	ಕೆ
Dushman	ದುಶ್ಮನ್
Bruce	ಬ್ರೂಸ್
Taylor	ಟೇಲರ್
Pyase	ಪ್ಯಾಸಿ
Nain	ನೈನ್
Orckit	ಆರ್ಕಿಟ್
Communications	ಕಮ್ಯೂನಿಕೇಶನ್ಸ್
Medzhybizh	ಮೆಡ್ಜ್‌ಬಿಜ್
Dectron	ಡೆಕ್ಟ್ರಾನ್
International	ಇಂಟರ್ನ್ಯಾಷನಲ್
Krataaraam	ಕ್ರಾತಾರಾಮ್
Diya	ದಿಯಾ
Ajir	ಅಜಿರ್
asom	ಅಸೋಮ್
Amelia	ಅಮೇಲಿಯಾ
Richard	ರಿಚರ್ಡ್
Ramirez	ರಮೀರೆಜ್
Disa	ದಿಸಾ
Haashim	ಹಾಶಿಮ್
Mala	ಮಾಲಾ
Quetzal	ಕ್ವೆಜಾಲ್
Maha	ಮಹಾ
Actress	ಆಕ್ಟ್ರೆಸ್
Analiese	ಅನಲೀಸ್
Snaith	ಸ್ನೈಥ್
David	ಡೇವಿಡ್
Tikolo	ಟಿಕೊಲೊ
Shauna	ಶಾನಾ
Ahmed	ಅಹಮದ್
Yesevi	ಯೆಸೆವಿ
Robinson	ರಾಬಿನ್ಸನ್
Christian	ಕ್ರಿಶ್ಚಿಯನ್
Kitty	ಕಿಟಿ
Hawk	ಹಾಕ್
Charl	ಚಾರ್ಲ್
Willoughby	ವಿಲೋಬಿ
Dada	ದಾದಾ
Fort	ಫೋರ್ಟ್
foster	ಫಾಸ್ಟರ್
Alimaa	ಅಲಿಮಾ
Shenzhen	ಶೆಂಜೆನ್
Special	ಸ್ಪೆಶಲ್
Zone	ಝೋನ್
Daily	ಡೈಲಿ
Tower	ಟವರ್
Bert	ಬರ್ಟ್
Vance	ವಾನ್ಸ್
Pallav	ಪಲ್ಲವ್
Sampoorna	ಸಂಪೂರ್ಣ
Raana	ರಾನಾ
Prem	ಪ್ರೇಮ್
Ki	ಕಿ
Jyoti	ಜ್ಯೋತಿ
Liam	ಲಿಯಾಮ್
Plunkett	ಪ್ಲಂಕೆಟ್
Chloe	ಕ್ಲೋ
Gala	ಗಾಲಾ
Reen	ರೀನ್
Angaar	ಅಂಗಾರ್
Grace	ಗ್ರೇಸ್
Lutheran	ತುಥೆರನ್
Mangalagiri	ಮಂಗಳಗಿರಿ
Kapde	ಕಾಪಡೆ
Bushnell's	ಬುಶನೆಲ್ಸ್
Museum	ಮ್ಯೂಸಿಯಂ
Philpot	ಫಿಲ್‌ಪಾಟ್
Saugaat	ಸೌಗಾತ್
Ladke	ಲಡಕೆ
Baap	ಬಾಪ್
Se	ಸೆ
Badh	ಬಢ್
Ke	ಕೆ
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Alabama	ಅಲಬಾಮಾ
Babagon	ಬಾಬಾಗೋನ್
Dam	ಡ್ಯಾಮ್
Abdul	ಅಬ್ದುಲ್
basir	ಬಸೀರ್
Mindo	ಮಿಂದೋ
Tsavo	ಸಾವೋ
East	ಈಸ್ಟ್
Black	ಬ್ಲ್ಯಾಕ್
Mailer	ಮೆಲರ್
Farmaish	ಫರ್ಮಾಯಿಶ್
Chaman	ಚಮನ್
Rei	ರೀ
Agro	ಆಗ್ರೋ
Aztec	ಅಜ್ಟೆಕ್
Software	ಸಾಫ್ಟ್‌ವೇರ್
Baghdad	ಬಗ್ದಾದ್
Ka	ಕಾ
Jadu	ಜಾದೂ
Samta	ಸಮತಾ
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Saint	ಸೈಂಟ್
Andrews	ಆಂಡ್ರ್ಯೂಸ್
Sawatch	ಸವಾಚ್
Buzdil	ಬುಜದಿಲ್
Shakuhachi	ಶಾಕುಹಚಿ
Richmond	ರಿಚ್ಮಂಡ್
Niteesh	ನಿತೀಶ್
Chunauti	ಚುನೌತಿ
Queens	ಕ್ವೀನ್ಸ್
County	ಕಂಟ್ರಿ
Farm	ಫಾರ್ಮ್
Museum	ಮ್ಯೂಸಿಯಂ
Wein	ವೀನ್
Marvell	ಮಾರ್ವೆಲ್
Technology	ಟೆಕ್ನಾಲಜಿ
Group	ಗ್ರೂಪ್
Apollo	ಅಪೋಲೋ
Consolidated	ಕನ್ಸಾಲಿಡೇಟೆಡ್
Water	ವಾಟರ್
Bolarum	ಬೊಲಾರಮ್
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Alaska	ಅಲಸ್ಕಾ
Ian	ಇಯಾನ್
Austin	ಆಸ್ಟಿನ್
Beqasoor	ಬೆಖಸೂರ್
Baba	ಬಾಬಾ
Tajuddin	ತಜುದ್ದೀನ್
Hum	ಹಮ್
Panch	ಪಾಂಚ್
Nagavahan	ನಗವಾಹನ್
Danone	ಡೆನೊನೆ
International	ಇಂಟರ್‌ನ್ಯಾಶನಲ್
Prize	ಪ್ರೈಜ್
for	ಫಾರ್
Nutrition	ನ್ಯೂಟ್ರೀಶನ್
Lewis	ಲಿವಿಸ್
Ignosh	ಇಗ್ನೋಶ್
Abdul	ಅಬ್ದುಲ್
kabeer	ಕಬೀರ್
Kohli	ಕೊಹಲಿ
Dodda	ದೊಡ್ಡ
Ganesh	ಗಣೇಶ್
Shah	ಶಾಹ್
E	ಎ
Misar	ಮಿಸಾರ್
Princess	ಪ್ರಿನ್ಸೆಸ್
Alice	ಆಲೀಸ್
Night	ನೈಟ್
In	ಇನ್
Calcutta	ಕಲಕತ್ತಾ
Dev	ದೇವ್
gaayak	ಗಾಯಕ್
Vishvag	ವಿಶ್ವಗ್
Vern	ವರ್ನ
Adwaakee	ಅದ್ವಾಕೀ
Trikaya	ತ್ರಿಕಾಯ
Katha	ಕಥಾ
Curtly	ಕರ್ಟ್ಲಿ
Ambrose	ಅಂಬ್ರೋಸ್
Samata	ಸಮತಾ
Aagale	ಆಗಲೇ
Angaara	ಅಂಗಾರಾ
Kuchh	ಕುಛ್
Naya	ನಯಾ
Marchovelette	ಮಾರ್ಕೋವೆಲೆಟ್
Himmat	ಹಿಮ್ಮತ್
Gopalpur	ಗೋಪಾಲಪುರ್
Gustav	ಗುಸ್ತಾವ್
Fort	ಫೋರ್ಟ್
george	ಜಾರ್ಜ್
Anil	ಅನಿಲ್
Dalpat	ದಲಪತ್
Adishvar	ಆದೀಶ್ವರ್
Muthumudalige	ಮುತ್ತುಮುದಲಿಗೆ
Pushpakumara	ಪುಷ್ಪಕುಮಾರ
Qanit	ಕಾನಿತ್
Maa	ಮಾ
Ka	ಕಾ
Pyar	ಪ್ಯಾರ್
Balkan	ಬಾಲ್ಕನ್
Mahashweta	ಮಹಾಸ್ವೇತಾ
Devi	ದೇವಿ
Dhadvaiwale	ಧಾಡ್ವೈವಾಲೆ
Kirkan	ಕಿರ್ಕನ್
Fort	ಫೋರ್ಟ್
marlborough	ಮಾಲ್ಬರ್ಗೊ
Floyd	ಫ್ಲಾಯ್ಡ್
Reifer	ರೀಫರ್
Reetaa	ರೀತಾ
Oxford	ಆಕ್ಸ್‌ಫರ್ಡ್
Ana	ಅನಾ
Mawiyah	ಮಾವಿಯಾ
Minas	ಮಿನಾಸ್
Gerais	ಗೆರಾಯ್ಸ್
Thana	ಥಾನಾ
Bhupinderpal	ಭೂಪಿಂದರ್‌ಪಾಲ್
Gertrude	ಗರ್ಟರೂಡ್
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
California	ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ
Dobro	ಡೋಬ್ರೊ
Rocky	ರಾಕಿ
Mount	ಮೌಂಟ್
Kartikeya	ಕಾರ್ತಿಕೇಯ
National	ನ್ಯಾಶನಲ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
China	ಚೈನಾ
Sarra	ಸರಾ
Akash	ಆಕಾಶ್
Pari	ಪರಿ
Fateh	ಫತೆಹ್
Singhpura	ಸಿಂಗಪುರ
Kantele	ಕಂಟೆಲೆ
Vattamalaikarai	ವಟ್ಟಮಲೈಕರೈ
Odai	ಒಡೈ
Reservoir	ರಿಜರ್ವಾಯರ್
Kashi	ಕಾಶಿ
Newstime	ನ್ಯೂಸ್‌ಟೈಮ್
Aasimah	ಆಸಿಮಾ
Balawala	ಬಲಾವಾಲಾ
Jabalah	ಜಬಾಲೆಹ್
Jenn	ಜೆನ್
Hukumachan_d	ಹುಕುಂಚಂದ್
Kyria	ಕಿರಿಯಾ
Kuber	ಕುಬೇರ
Kennings	ಕೆನಿಂಗ್ಸ್
Plover	ಪ್ಲೋವರ್
Cove	ಕೋವ್
Reservoir	ರಿಜರ್ವಾಯರ್
Ashok	ಅಶೋಕ್
Mankad	ಮಂಕಡ್
Pemex	ಪೆಮೆಕ್ಸ್
Barton	ಬಾರ್ಟನ್
Mimis	ಮಿಮಿಸ್
ILOG	ಐಲಾಗ್
ILOG	ಐಲಾಗ್
Yomiuri	ಯೊಮಿಯುರಿ
Prize	ಪ್ರೈಜ್
for	ಫಾರ್
Literature	ಲಿಟರೇಚರ್
Jhumroo	ಝುಮರು
Raja	ರಾಜಾ
Radhika	ರಾಧಿಕಾ
Prasad	ಪ್ರಸಾದ್
Susanna	ಸುಸನ್ನಾ
Anjaan	ಅಂಜಾನ್
Rahen	ರಾಹೇ
Girish	ಗಿರೀಶ್
Sugandh	ಸುಗಂಧ್
Spyridon	ಸ್ಪೈರಿಡನ್
Mahananda	ಮಹಾನಂದ್
Great	ಗ್ರೇಟ್
Britain	ಬ್ರಿಟನ್
Bel	ಬೆಲ್
AIr	ಅಲ್ರ್
United	ಯುನೈಟೆಡ್
Methodist	ಮೆಥಡಿಸ್ಟ್
Bhajaraam	ಭಜರಾಮ್
Fritzi	ಫ್ರಿಟ್ಸಿ
Sri	ಶ್ರೀ
Ramkrishna	ರಾಮಕೃಷ್ಣಾ
Vidyashala	ವಿದ್ಯಾಶಾಲಾ
Ethan	ಎಥನ್
Allen	ಅಲ್ಲೆನ್
Homestead	ಹೋಮ್‌ಸ್ಟೆಡ್
Museum	ಮ್ಯೂಸಿಯಂ
Sarbani	ಸರ್ಬಾನಿ
Banphool	ಬನಪೂಲ್
Aahlad	ಆಹ್ಲಾದ್
Velankar	ವೇಲಣಕರ್
Auzaar	ಔಜಾರ್
Hammaam	ಹಮ್ಮಾಮ್
Sanyo	ಸಾನ್ಯೋ
Electric	ಎಲೆಕ್ಟ್ರಿಕ್
Bhai	ಭಾಯಿ
Bahen	ಬೆಹನ್
Allen	ಅಲೆನ್
Ginsberg	ಗಿನ್ಸ್‌ಬರ್ಗ್
Neon	ನಿಯಾನ್
Teams	ಟೀಮ್ಸ್
Roop	ರೂಪ್
Kahani	ಕಹಾನಿ
Agra	ಆಗ್ರಾ
fort	ಫೋರ್ಟ್
Mihir	ಮಿಹಿರ್
Cricket	ಕ್ರಿಕೆಟ್
World	ವರ್ಲ್ಡ್
Cup	ಕಪ್
Modern	ಮಾಡರ್ನ್
Girl	ಗರ್ಲ್
Gazala	ಗಜಲಾ
Arumugan	ಆರುಮುಗನ್
Loyola	ಲೊಯೊಲಾ
University	ಯುನಿವರ್ಸಿಟಿ
Chicago	ಚಿಕಾಗೊ
Mandsaur	ಮಾಂಡ್ಸಾರ್
Shaun	ಶೌನ್
Liverpool	ಲಿವರ್‌ಪೂಲ್
John	ಜಾನ್
Moores	ಮೂರ್ಸ್
University	ಯುನಿವರ್ಸಿಟಿ
Amar	ಅಮರ್
ujala	ಉಜಾಲಾ
Vishakhadutt	ವಿಶಾಖದತ್
Vanburn	ವೇನ್ಬರ್ನ್
Holder	ಹೋಲ್ಡರ್
Aamne	ಆಮ್ಮೆ
Samne	ಸಾಮ್ನೆ
Lei	ಲೈ
yue	ಯು
mun	ಮುನ್
fort	ಫೋರ್ಟ್
Stapleton	ಸ್ಟಾಪ್ಲೆಟನ್
Bhadraksh	ಭದ್ರಾಕ್ಷ
Baramua	ಬಾರಾಮುವಾ
Aakhri	ಆಖಿರ್
Chetawani	ಚೆತಾವನೀ
South	ಸೌತ್
Gate	ಗೇಟ್
United	ಯುನೈಟೆಡ್
Methodist	ಮೆಥೋಡಿಸ್ಟ್
Chamundeswari	ಚಾಮುಂಡೇಶ್ವರಿ
Queen	ಕ್ವೀನ್
Anne's	ಆನ್ಸ್
War	ವಾರ್
Ajmer	ಆಜ್ಮೆರ್
Junction	ಜಂಕ್ಷನ್
Dahanu	ದಹಾನು
Road	ರೋಡ್
Brahmadutt	ಬ್ರಹ್ಮದತ್
Leala	ಲೀಲಾ
Kavli	ಕಾವ್ಲಿ
Prize	ಪ್ರೈಸ್
Ian	ಇಯಾನ್
Gould	ಗೋಲ್ಡ್
Naach	ನಾಚ್
Utha	ಉಠಾ
Sansar	ಸನ್ಸಾರ್
Shatranj	ಶತರಂಜ್
Kumar	ಕುಮಾರ
Sangakkara	ಸಂಗಕ್ಕರ
Clodia	ಕ್ಲಾಡಿಯಾ
Count	ಕೌಂಟ್
Dracula	ಡ್ರಾಕುಲಾ
Seetaasaran	ಸೀತಾಶರಣ್
Chakori	ಚಕೋರಿ
Khatri	ಖತ್ರಿ
Prajit	ಪ್ರಜಿತ್
Naoki	ನಾಯ್ಕಿ
Prize	ಪ್ರೈಜ್
Finland	ಫಿನ್ಲೆಂಡ್
Insaan	ಇನ್ಸಾನ್
Aur	ಔರ್
Shaitan	ಶೈತಾನ್
Balauda	ಬಲೌಡಾ
Takun	ತಕುನ್
Nocil	ನಾಸಿಲ್
Sandra	ಸಾಂಡ್ರಾ
Delta	ಡೆಲ್ಟಾ
Modern	ಮಾಡ್ರನ್
Senior	ಸೀನಿಯರ್
Secondary	ಸೆಕೆಂಡರಿ
School,	ಸ್ಕೂಲ್,
Patiala	ಪಾಟಿಯಾಲಾ
Dhaanesh	ಧಾನೇಶ್
Baghpat	ಬಾಗ್ಪತ್
Ram	ರಾಮ್
Avtar	ಅವತಾರ್
Wratten	ರಾಟನ್
Fort	ಫೋರ್ಟ್
trumbull	ಟ್ರುಂಬಲ್
Arivumadhi	ಅರಿವುಮಧಿ
Fineen	ಫಿನೀನ್
Saarangadhar	ಸಾರಂಗಧರ
Boogie	ಬೂಗಿ
woogie	ವೂಗಿ
Chor	ಚೋರ್
Ke	ಕೆ
Ghar	ಘರ್
Chorni	ಚೋರನಿ
Buddy	ಬಡ್ಡೀ
Holly	ಹಾಲಿ
Wahidul	ವಹಿದುಲ್
Gani	ಗನಿ
Viklaant	ವಿಕ್ಲಾಂತ್
Dainik	ದೈನಿಕ್
purvoday	ಪೂರ್ವೋದಯ್
Amrapali	ಅಮ್ರಪಾಲಿ
Kostas	ಕೋಸ್ತಾಸ್
Frontzos	ಫ್ರಂಟ್‌ಜೋಸ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Epirus'	ಎಪೀರಸ್
Folk	ಫೋಕ್
Art	ಆರ್ಟ್
Chandi	ಚಾಂದೀ
Ki	ಕಿ
Deewar	ದೀವಾರ್
Lorena	ಲೊರೆನಾ
Gul	ಗುಲ್
Sanobar	ಸನೋಬರ್
Kushinagar	ಕಾಶಿನಗರ್
Zameen	ಜಮೀನ್
Aasman	ಆಸಮಾನ್
Orson	ಓರ್ಸಾನ್
Wales	ವೇಲ್ಸ್
Maharani	ಮಹಾರಾಣಿ
Jhansi	ಝಾನ್ಸಿ
Sitapur	ಸೀತಾಪುರ್
Cordoba	ಕೊರ್ಡೋಬಾ
Safwah	ಸಫ್ವಾ
Kajjali	ಕಜ್ಜಾಲಿ
Dean	ಡೀನ್
Steinfeld	ಸ್ಟೆನ್‌ಫೀಲ್ಡ್
Cup	ಕಪ್
Prince	ಪ್ರಿನ್ಸ್
Edward	ಎಡ್ವರ್ಡ್
Mahaganapati	ಮಹಾಗಣಪತಿ
Carla	ಕಾರ್ಲಾ
Badhti	ಬಟ್ಟಿ
Ka	ಕಾ
Naam	ನಾಮ್
Dadhi	ದಾಢಿ
Oldonyo	ಆಲ್ಡೋನ್ಯೋ
Sapuk	ಸಪುಕ್
Wacoal	ವಾಕೋವಲ್
Holdings	ಹೋಲ್ಡಿಂಗ್ಸ್
Corporation	ಕಾರ್ಪೊರೇಶನ್
Harry	ಹ್ಯಾರಿ
Potter	ಪಾಟರ್
Captain	ಕ್ಯಾಪ್ಟನ್
Sheroo	ಶೆರೂ
Weymouth	ವೆಯ್‌ಮೌಥ್
Laakshaa	ಲಕ್ಷಾ
Gyara	ಗ್ಯಾರಾ
Hazar	ಹಜಾರ್
Ladkiyan	ಲಡಕಿಯಾ
Tribhwan	ತ್ರಿಭವಣ್
Mariel	ಮ್ಯಾರೀಲ್
Millennium	ಮಿಲೇನಿಯಮ್
Technology	ಟೆಕ್ನಾಲಜಿ
Prize	ಪ್ರೈಜ್
Imran	ಇಮ್ರಾನ್
Nazir	ನಜೀರ್
Raamalaal	ರಾಮಲಾಲ್
Sun	ಸನ್
Microsystems	ಮೈಕ್ರೋಸಿಸ್ಟಮ್ಸ್
Kausar	ಕೌಸರ್
Kalka	ಕಾಲ್ಕಾ
Doust	ಡೌಸ್ಟ್
Mahbub	ಮಹಬೂಬ್
Kavi	ಕವಿ
Sammelan	ಸಮ್ಮೇಲನ್
Mahanadi	ಮಹಾನದಿ
Wilma	ವಿಲ್ಮಾ
Azhar	ಅಜರ್
Sadyojat	ಸದ್ಯೋಜಾತ
Cabo	ಕ್ಯಾಬೊ
Orange	ಆರೆಂಜ್
Canberra	ಕ್ಯಾನ್ ಬೆರಾ
Ambassador	ಅಂಬಾಸಿಡರ್
Zoraster	ಜೋರಾಸ್ಟರ್
Begusarai	ಬೆಗುಸರಾಯ್
Leatrix	ಲಿಯಾಟ್ರಿಕ್ಸ್
Barun	ಬರುನ್
Gandharin	ಗಾಂಧಾರಿನ್
Robert	ರಾಬರ್ಟ್
Atkins	ಅಟ್ಕಿನ್ಸ್
Deergharaagaa	ದೀರ್ಘರಾಗಾ
King	ಕಿಂಗ್
Charlemagne	ಚಾರ್ಲ್‌ಮೆಯ್ನ್
Canoe	ಕೆನೋ
Lagardère	ಲಾಗಾರ್ಡೀರ್
Groupe	ಗ್ರೂಪಿ
Milonga	ಮಿಲೊಂಗಾ
Maikhana	ಮೈಖಾನಾ
Sab	ಸಬ್
Ka	ಕಾ
Ustad	ಉಸ್ತಾದ್
Garwah	ಗರ್ವಾ
Meri	ಮೇರಿ
Biwi	ಬೀವಿ
Ki	ಕೀ
Shaadi	ಶಾದಿ
Fort	ಫೋರ್ಟ್
aan	ಆನ್
de	ಡಿ
biltstraat	ಬಿಲ್‌ಸ್ಟ್ರಾಟ್
Abou	ಅಬು
Ben	ಬೆನ್
Adhem	ಅಧೇಮ್
Vafia	ವಾಫಿಯಾ
Descartes	ಡೆಸ್ಕಾರ್ಟಿಸ್
Systems	ಸಿಸ್ಟಮ್ಸ್
Group	ಗ್ರೂಪ್
Forster	ಫಾರ್ಸ್ಟರ್
Vishala	ವಿಶಾಲಾ
Achalesvar	ಅಚಲೇಶ್ವರ್
Linore	ಲಿನೋರ್
Ijaz	ಇಜಾಜ್
Faqih	ಫಕೀ
Leila	ಲೀಲಾ
Chitadhan	ಚಿತ್‌ಧನ್
Chawa	ಚಾವಾ
Dhanashri	ಧನಶ್ರೀ
Goodrum	ಗೂಡ್ರಮ್
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
Wolfgang	ವೋಲ್ಫಾಂಗ್
Ajeeb	ಅಜೀಬ್
Ladki	ಲಡಕಿ
Metal	ಮೆಟಲ್
Storm	ಸ್ಟಾರ್ಮ್
Limited	ಲಿಮಿಟೆಡ್
Fayre	ಫೇಯರ್
Paraguay	ಪರಾಗ್ವೆ
Craig	ಕ್ರೆಗ್
Wishart	ವಿಶಾರ್ಟ್
Ticonderoga	ಟಿಕೊಂಡೆರೊಗಾ
Lahu	ಲಾಹೂ
Pukarega	ಪುಕಾರೇಗಾ
Johannesburg	ಜೋಹಾನ್ಸ್ ಬರ್ಗ್
Raja	ರಾಜಾ
Kaka	ಕಾಕಾ
Fort	ಫೋರ್ಟ್
popham	ಪೋಪಹಮ್
Powerful	ಪವರ್‌ಫುಲ್
Praj	ಪ್ರಜ್
Industries	ಇಂಡಸ್ಟ್ರೀಸ್
Bholaanaath	ಭೋಲಾನಾಥ್
Tridev	ತ್ರಿದೇವ್
Piya	ಪಿಯಾ
Ghar	ಕಾ
Aja	ಘರ್
Lakshmi	ಲಕ್ಷ್ಮೀ
Khimsar	ಕ್ಹಿಮ್‌ಸಾರ್
Sabiqah	ಸಬೀಕಾ
Antimony	ಆಂಟಿಮೊನಿ
Taconic	ಟ್ಯಾಕೊನಿಕ್
