Hajgiri	हजगिरी
Aryaman	आर्यमान
Kapoor	कपूर
Enel	एनल
Avril	एव्रिल
Parameshwari	परमेश्वरी
Ikhlas	इखलास
Doust	डॉस्ट
Vandanaa	वंदना
Egypt	इजिप्त
Nafasat	नफसत
Bhagwati	भगवती
Anastacia	एनेस्टेसिया
Crenshaw	क्रेन्शॉ
Wind River	विंडरिवर
Laith	लइथ
Munimji	मुनीमजी
Duaba	दुआबा
Kermit	केर्मिट
Gale	गैल
Ateli	अटेली
Alakananda	अलकनंदा
Saugandh	सौगंध
Laadla	लाडला
Jundub	जुन्दुब
Gulabhganj	गुलाबगंज
Police	पुलिस
Murshid	मुर्शीद
Tambre	टेम्ब्रे
Frug	फ्रग
Banarhat	बनारहट
Julian	जूलियन
Curtis	कर्टिस
Cynara	सायनारा
Bahir	बहिर
Vanshavardhan	वंशवर्धन
Oamra	ओआमरा
Celeste	सेलेस्टी
Kaz	काज़
Gopikrushna	गोपीकृष्ण
Ma'mun	मैमून
Tulasidas	तुलसीदास
Rhoda	रोडा
Samleshwar	स्यामलेश्वर
Leonard	लियोनार्ड
Neemuch	नीमच
Palashranjan	पलाशरंजन
Maddock	मैडॉक
Shakirah	शकीराह
Tarannum	तरन्नुम
Manamohak	मनमोहक
Paolo	पाओलो
Suvarnarekha	सुवर्णरेखा
Avani	अवनि
Alibagh	अलीबाग
Bahjat	बहजात
Queenie	क्वीनी
Lunglei	लुंगलेई
Durgapura	दुर्गापुरा
Gurtej	गुरतेज
Eleanor	एलिएनर
Sila	सिला
Christiana	क्रिस्टीएना
Leonora	लियोनोरा
Veeresh	वीरेश
Agnikaal	अग्निकाल
Siya	सिया
Bulandshahr	बुलंदशहर
Foolendu	फूलेंदु
Sita	सीता
Monrovia	मोनरोविया
Physiology	फिजियोलॉजी
Johar	जौहर
Viduthalai	व‍िदुथलई
Aakar	आकार
Kalakaar	कलाकार
Svaroopabaaee	स्वरूपबाई
Divyesh	दिव्येश
Garfield	गारफील्ड
Mendhe	मेंढे
Noakes	नोक्स
Tyagarajar	त्यागराजार
Vidyut	विद्युत
Nai	नाइ
Babugarh	बाबूगढ़
Tawang	तवांग
Sukhinder	सुखिन्दर
Fattanwala	फत्तणवाला
Qarasafahl	करासफाहल
Samsung	सैमसंग
Kesari	केसरी
Goliath	गोलिअथ
Fundtech	फंडटेक
Kantimoy	कंतिमोय
Gallium	गैलियम
Gudakesha	गुडाकेश
Sonoran	सोनोरॅन
Rahamat	रहमत
Jowai	जोवई
Clovis	क्लोविस
Karkhanis	कारखानीस
Devpreet	देवप्रीत
Sophia	सोफिया
Krashn	कृष्ण
Amooly	अमूल्य
Gugral	गुगराल
Jessop	जेसॉप
Brahmachari	ब्रह्मचारी
Bhuchchu	भुच्चु
Abhijeet	अभिजीत
Mahipal	महिपाल
Devak	देवक
Deval	देवल
Rocco	रोको
Gurdev	गुरदेव
Brahmaputra	ब्रह्मपुत्र
Izzat	इज़्ज़त
Clara	क्लारा
Greece	ग्रीस
Judamnah	जुदम्नाह
Rajmachikar	राजमाचीकर
Sabhy	सभ्य
Ekampreet	एकमप्रीत
Alleppey	एलीपे
Bal	बल
Hira	हीरा
Kuhad	कुहड़
Chidambarnaar	जिदंबरनार
Nagpur	नागपुर
Rollo	रोलो
Ahijit	अहिजित
Vijaynagar	विजयनगर
May	मई
Parshuram	परशुराम
Abbad	अब्बाद
Kira	किरा
Kellan	केलन
Cortland	कोर्टलैंड
Pensioner	पेंशनर
Junagarh	जूनागढ़
Donnica	डोनिका
Zahra	ज़ाहरा
Desai	देसाई
Balchandra	बालचंद्र
Lakeeren	लकीरें
Suchita	सुचिता
Chidambar	चिदम्बर
Tulayhah	तुलैहाह
Atifa	अतीफा
Vaishali	वैशाली
Hamas	हमास
Montagu	मॉन्टैगो
Bedetti	बदेत्ती
Ekatma	एकात्मा
Chaphekar	चाफेकर
Czechoslovakia	चेकोस्लोवाकीया
Atarra	अटारा
Layyah	लय्याह
Gaj	गज
Mendelevium	मेंडलीवियम
Muktaaprasu	मुक्ताप्रसु
Iredell	आयरडेल
Nileen	निलीन
Adalia	ऐडालिया
Clifford	क्लिफोर्ड
Mitesh	मितेश
Twyla	ट्वायला
Nirlep	निर्लेप
Keemat	कीमत
Shyamlata	श्यामलता
Clint	क्लिंट
Hotspur	हॉटस्पर
Marmit	मर्मित
Anastasia	एनेस्टेसिया
Daaka	डाका
Aas	आस
Chandika	चन्दिका
Lima	लीमा
Aaj	आज
Lekha	लेखा
Aan	आन
Khartoum	खारटूम
Anjana	अंजना
Madivan	मादिवन
Bhaalachandr	भालचंद्र
Anadya	अनाद्य
Raktotpal	रक्तोत्पल
Pascal	पास्कल
Hanif	हनीफ
Naiduniya	नईदुन‍िया
Depalsar	देपलसर
Lecea	लेसिया
Banseelaal	बंसीलाल
Parinda	परिंदा
Canberra	कैनबरा
Humlog	हमलोग
Ghutai	घुटाई
Drupad	द्रुपद
Chalala	छलाला
Abodh	अबोध
Priyam	प्रियम
Cassiar	क्लासिअर
Ratnavali	रत्नावली
Sansar	संसार
Shabnam	शबनम
Ghosunda	घोसुंदा
Jocelin	जोसेलिन
Dehaj	देहज
Angaarika	अंगारिका
Afafura	अफाफुरा
Tawbah	तौबाह
Weldon	वेल्डन
Avinashi	अविनाशी
Corydon	कॉरीडॉन
Kakadu	काकाडू
Farasat	फरासत
Charumati	चारुमति
Zahrah	ज़ाहराह
Hamim	हमीम
Mita	मीता
Malvina	माल्विना
Forrester	फॉरेस्टर
Snowdonia	स्नोडोनिया
Petra	पेत्रा
Nyckelharpa	निकलहार्पा
Mubashir	मुबाशिर
Bahia	बहिया
Sevillanas	सेविलेनास
Pink	पिंक
Wilson	विल्सन
Ross	रॉस
Manfoosah	मनफूसाह
Summayyah	सुमेय्याह
Disa	दिसा
Dipa	दीपा
Colman	कोलमैन
Raigarh	रायगढ़
Helsinki	हेलसिंकी
Ahzab	अहज़ाब
Etna	इटना
Gina	जीना
Shirlyn	शिर्लिन
Avent	एवेंट
Kahlo	काहलो
Messinia	मेसिनिआ
Didrika	डिड्रिका
Kabuliwala	काबुलीवाला
Tulayb	तुलैब
Sucheta	सुचेता
Fida	फिदा
Shripal	श्रीपाल
Seemaa	सीमा
Timothy	टिमोथी
Vimohinee	विमोहिनी
Bazaar	बाज़ार
Atharvan	अथर्वन
Jagadbandu	जगदबंधु
Viveca	विवेका
Devastator	डिवास्टेटर
Laurens	लॉरेंस
Bholi	भोली
Fauve	फॉव
Deepak	दीपक
Nandana	नन्दना
Balil	बलिल
Aida	आइडा
Dhandhera	धंधेरा
Kardawiyah	कर्दवियाह
Organ	ऑर्गन
Vrandaavaneshvaree	वृंदावनेश्वरी
Taline	टेलिन
Vayasyaa	वयस्या
Chaksu	चाकसू
Rubicon	रुबिकन
Shriram	श्रीराम
Duesseldorf	डसेलडॉर्फ़
Andrew	एण्ड्रयू
Rubidium	रूबीडियम
Atari	अटारी
Aacharyasuta	आचार्यसुता
Saadat	सादात
Angara	अंगारा
Zairah	ज़ैराह
Ranks	रैंक्स
Kenisha	केनिशा
Sangli	सांगली
Eudora	यूडोरा
Teledata	टेलीडेटा
Shams-ul-haq	शम्स-उल-ह़क
Khidrah	खिदराह
Abhivir	अभिवीर
Gadolinium	गैडोलीनियम
Narragansett	नॅरागनसेट
Zahidah	ज़हीदाह
Champa	चम्पा
Shor	शोर
Badrudin	बद्रुदिन
Devarsi	देवर्षि
Emir	एमिर
Tierney	टिएर्नी
Purvaja	पूर्वजा
Naveena	नवीना
Mahasamund	महासमुंद
Harasharan	हरशरण
Poushali	पूशाली
Charusheela	चारुशीला
Giraftaar	गिरफ्तार
Horizon	होरिज़न
Amogh	अमोघ
Karishma	करिश्मा
Makowal	माकोवाल
Kaumudi	कौमुदी
Mimi	मिमी
Petrobrás	पेट्रोब्रस
Param	परम
Bhale	भाले
Zulfa	ज़ुल्फा
Diti	दिति
Azeem	अज़ीम
Bhagat	भगत
Samasya	समस्या
Raaka	राका
Niobium	नियोबियम
Gypsy	जिप्सी
Amagi	अमागी
Kirtikumar	कीर्तिकुमार
Baazi	बाज़ी
Bashirah	बशीराह
Tameem	तमीम
Kayaking	कायाकिंग
Pfizer	फ़िज़र
Paramjeet	परमजीत
Philippine	फ़िलिपीनी
Lakshmigopal	लक्ष्मीगोपाल
Keita	कीटा
Nawada	नवादा
Rumba	रुंबा
Phatak	फाटक
Rakhi	राखी
Taqatwala	ताकतवाला
Rajmahal	राजमहल
Larissa	लैरीसा
Raakh	राख़
Padmanabhan	पद्मनाभन
Pushkar	पुष्कर
Lakshmidhar	लक्ष्मीधर
Vuntut	वनटूट
Husnara	हुस्नआरा
Kilakilaa	किलकिला
Leighton	लीगटन
Dhot	ढोट
Surjot	सुरजोत
Atindarjeet.	अतिंदरजीत
Morna	मोर्ना
Gandak	गंडक
Dakshata	दक्षता
Ihtiram	इहतिराम
Jaraah	जराह
Nick	निक
Ghoradongri	घोराडोंगरी
Kasargod	कासरगोड
Oracle	ओरेकल
Hessen	हेसेन
Baasim	बासिम
Jetashri	जेतश्री
Bhadkamkar	भडकमकर
Saggai	सगाई
Kellyn	केलिन
Onella	ओनेला
Basabi	बसाबी
Hafizah	हफीज़ाह
Kanvalasinh	कंवलसिंह
Shrimat	श्रीमत
Shrivats	श्रीवत्स
Jaikrishna	जयकृष्ण
Khudrah	खुदराह
Ravinandan	रविनन्दन
Bains	बैंस
Rupee	रुपी
Gaurika	गौरिका
Adhokshaj	अधोक्षज
Barbados	बार्बडोस
Zabrina	जैबरीना
Medera	मेडेरा
Gyalshing	ग्यालशिंग
Kaman	कमान
