ajed	আজেদ
kashibala	কাশিবালা
tiruvannamalai	তিরুভান্নামালাই
lance	ল্যান্স
corbett	করবেট
matilal	মতিলাল
drum	ড্রুম
rinarani	রীণারাণী
harpertzoon	হার্পেন্টজুন
bhurki	ভুড়কি
batala	বাতালা
sabinabegam	সাবিনাবেগম
bhuchchu	ভূচচু
kalibala	কালিবালা
halliburton	হালিবার্টোন
naidu	নাইডু
rasal	রাসল
tamasi	তামসী
liam	ল্যাম
meharun	মেহেরূন
nothe	নোথে
salek	সালেক
luckhurst	লাকহ্রুস্ট
manaskumar	মানসকুমার
bhinwaliya	ভিনওয়ালিয়া
kamalkumar	কমলকুমার
gourie	গৌরি
pacino	পাসিনো
superior	সুপিরিয়র
bimala	বিমলা
negriting	নেগ্রিটিং
anjubibi	আনজুবিবি
ytterbium	ইটারবিয়াম
ajitesh	অজিতেশ
romani	রোমানী
ibrahim	ইব্রাহিম
nimaicharan	নিমাইচরন
ernst	আর্নস্ট
lady	লেডি
vaidya	বৈদ্য
alam	আলাম
pia	পিয়া
madhumita	মধূমিতা
ajax	আজক্স
babraali	বাবরালি
guglani	গুগলানী
sufi	সুফি
naheda	নাহেদা
grove	গ্রুভ
nishar	নিশার
cultural	কালচারেল
martuj	মর্তুজ
elahi	ঈলাহি
sudhakrishna	সুধাকৃষ্ণ
lucknow	লক্ষ্ণৌ
debu	দেবু
nogait	নোগেট
tamal	তমাল
fuji	ফুজি
wordsworth	ওয়ার্ডসওয়ার্থ
belwalkar	বেলওয়ালকার
kedar	কেদার
financiero	ফ্র্যান্সিয়ারো
hussain	হুসেন
pawaskar	পাওয়াসকার
tamali	তমালী
cenre	সেন্টার
khandu	খাঁদু
duggad	দুগ্গাদ
cumming	কুমিঙ্গ
rukmini	রুকমিনি
porte	পোর্টে
khenti	খেন্তী
kalinjar	কালিঞ্জর
sahabir	সহবীর
leeds	লিডস
moharjan	মোহরজান
building	বিল্ডিং
arunabha	অরুনাভ
barhiya	বারহিয়া
rambatidevi	রামবতীদেবী
dabra	দাব্রা
premchandra	প্রেমচন্দ্র
tirucherai	তিরুচেরাই
kamaladevi	কমলাদেবী
devgan	দেভগান
spirit	স্পিরিট
numan	নুমান
bisalwas	বিশালওয়াস
durgapada	দূর্গাপদ
bahilpurwa	বাহিলপুরয়া
hasina	হসিনা
snake	স্নকে
ricoh	রিকো
eastern	ইস্টার্ন
thambalahalli	থামবালহাল্লি
anglo	অ্যাংলো
chhitamani	ছিতামনি
bharat	ভারত
maharshi	মহর্ষি
fils	ফিলস
anjura	আঞ্জুরা
scientific	সাইন্টিফিক
matilal	মতীলাল
gaon	গাঁও
hobbs	হবস
iguacu	ইগুয়াকু
anath	অনাথ
horn	হর্ন
polydex	পলিডেক্স
elgi	এলগি
linganamakki	লিঙ্গনমক্কি
kirmani	কিরমানি
parbhina	পারভীনা
shiv	শিব
anjumara	আনজুমআরা
vanburn	ভানবুর্ন
kalikingkar	কালীকিংকর
bhalwan	ভাল্বয়ান
lauderdale	লাউডারডেল
gaphpharali	গফফারআলি
iyailu	আইয়াআইলু
bamaprasad	বামাপ্রসাদ
dadahur	ডাদাউর
numismatic	নিউমিসমেটিক
clarsach	ক্লার্সাচ
parulrani	পারুলরাণী
providence	প্রোভিডেন্স
tregrosse	ট্রেগোসে
prism	প্রিজম
dharchula	ধারচুলা
shahjahanpur	শাহজাহানপুর
norman	নরম্যান
jasmund	জাসমুন্দ
dhanu	ধানু
dhingra	ধীনগ্রা
bidanpur	বিদানপুর
gangapada	গঙ্গাপদ
templo	টেম্পলো
punu	পুনু
development	ডেভলপমেন্ট
kadafi	কাদাফি
raje	রাজে
mdkalim	মহঃকলিম
special	স্পেশাল
gajadhar	গজাধর
fundy	ফান্ডি
mongolia	মোঙ্গোলিয়া
adhikari	অধিকারী
basir	বসির
gurdaspur	গুরদাসপুর
mandakini	মন্দাকিনী
siju	সিজু
arvind	অরবিন্দ
ireland	আয়ারল্যান্ড
farjana	ফরজনা
naveed	নাভেদ
apurbalal	অপূর্বলাল
oorderen	ওরডেরেন
sahad	সাহাদ
chamarajanagar	চামারাজানগর
tipusultan	টিপুসুলতান
indirapuram	ইন্দিরাপুলাম
sarajevo	সরাজেভো
rajorshi	রাজর্ষি
ireland	ঈরেল্যান্ড
kushchadra	কুশচন্দ্র
temple	টেম্পেল
darpana	দর্পনা
mckinley	ম্যাকিনলে
somanath	সোমানাথ
sir	শ্রী
kantabala	কান্তবালা
srikakulam	শ্রীকাকুলাম
shastri	শাস্ত্রী
saxon	স্যাক্সোন
nabi	নবি
telugu	তেলেগু
motor	মোটোর
carborundum	কার্বোরান্ডাম
dam	ড্যাম
surdo	সুরডো
malinabala	মলিনাবালা
fallon	ফালোন
kamaljit	কমলজিত্
asad	আসাদ
sakirun	সাকিরুন
ealham	এলহ্যাম
moktaran	মোক্তারন
bridge	ব্রীজ
fatemabibi	ফাতেমাবিবি
dhobari	ধোবারি
badam	বাদাম
envoy	এনভয়
walesa	ওয়ালেসা
vaad	ভাদ
alma	আলমা
bodhgaya	বৌদ্ধগয়া
akhtarali	আখতারআলি
barara	বারার
minarabibi	মিনারাবিবি
gower	গোয়ার
pravati	প্রভাতি
nongkrem	নোংক্রেম
dipmala	দীপমালা
wisden	উইসডেন
rinku	রীঙ্কু
kaka	কাকা
burhwal	বাড়ওয়াল
nabakrishna	নবকৃষ্ণ
biscayne	বিসকেনি
sudhansu	সূধাংসু
chauhan	চৌহান
dukhibala	দুখীবালা
kock	কোক
ramapati	রমাপতি
bhojipura	ভোজিপুরা
kasturi	কস্তুরী
ambliyasan	অমব্লিয়াসন
sakharam	সখারাম
freestone	ফ্রিস্টোন
kajalmani	কাজলমনি
dharampuri	ধর্মপুরি
juliette	জুলিয়েট
carmen	কারমেন
munna	মুন্না
sibanda	সিবান্ডা
champarani	চম্পারাণী
dharap	ধারাপ
shiba	শিবা
gaz	গ্যাজ
walter	ওয়াল্টার
jhade	ঝাদে
gunadhar	গুণধর
gearing	গিয়ারিং
prati	প্রতি
sheridan	শেরিদান
chintamani	চিন্তামনি
deutches	ডিউটচেস
pada	পাদা
daegu	দেইগু
dermot	ডারমুট
mithila	মিথীলা
guilford	গুলফোর্ড
kishtapada	কিষ্টপদ
kanchipuram	কাঞ্চিপুরম
santu	সণ্টু
garhwa	গড়ওয়া
siprarani	শিপ্রারাণী
chitahra	চিতহ্র
nurjahana	নুরজাহানা
bulandshahr	বুলন্দশার
nagendar	নগেন্দর
hindustan	হিন্দুস্থান
pant	পন্থ
nevare	নেভারে
dhruba	ধ্রুব
rod	রোড
buluni	বুলুনী
magna	মগনা
aarti	আরতি
muddal	মুদ্দাল
bhajahari	ভজহরি
ekangarsarai	একানগারসারাই
ruksahana	রুকসাহানা
dullewal	দুল্লিওয়াল
lala	লালা
siddhu	সিদ্ধু
koningen	কোনিংজেন
bhagirath	ভাগিরথ
carroll	ক্যারোল
rajnish	রজনীশ
rita	রিটা
lincoln	লিঙ্কন
manitoulin	ম্যানিটওলিন
nasiba	নসিবা
dabolim	দাবোলিম
premkumar	প্রেমকুমার
nazar	নাজার
sibani	সিবানী
taufeeq	তাউফেক
sumedali	সুমেদআলি
elkhart	এলখার্ট
kamalkishor	কমলকিশোর
keith	কিথ
bidhubhushan	বিধুভূষণ
lokuarachchi	লোকারাচ্চি
anjubala	অঞ্জুবালা
dhondi	ধোন্দি
minakumari	মিনাকুমারী
corkett	কর্কেট
putun	পুতুন
malborough	মালবোরোজ
ruplal	রূপলাল
bhadbhadaghat	ভদভাদাঘাট
aniruddha	অনিরুদ্ধ
ave	অ্যাভ
khenda	খেঁদা
chaukhandi	চৌখানডি
dulalkumar	দুলালকুমার
mohar	মোহর
manikram	মানিকরাম
prix	প্রিক্স
babaji	বাবাজী
arasur	আরাসুর
sukriti	সুকৃতি
dasuya	দাসুয়া
bindarani	বিন্দারানী
mahia	মাহিয়া
shimane	শিমান
sudarshan	সুদর্শণ
sawech	সাওয়েচ
hummingbird	হামিংবার্ড
suphapong	সুফাপং
baal	বাল
nitai	নিতাই
ituran	আইটুরান
andersen	আন্ডারসন
kolthekar	কোলথেকার
pinki	পিংকি
miami	মিয়েমি
rebi	রেবি
courbet	করবেট
birada	বিরদা
amravati	অমরাভাতি
sangita	সঞ্জিতা
elron	এলরন
louis	লুইস
limaye	লিমায়
amin	আমীন
rishi	ঋষী
rajasmand	রাজস
durrani	দুরানি
kouchibouguac	কৌচিবৌগুয়াক
jhunu	ঝুনু
missionary	মিশনারী
dhanabati	ধনবতী
sima	সিমা
roberts	রবাটস
bheema	ভীমা
latifa	লতিফা
amareshwar	অমরেশ্বর
sumana	সুমনা
bagha	বাঘা
toboggan	টোবোগান
nishanta	নিশান্ত
goljamata	গোলজামাটা
amjad	আমজাদ
vozrojdenie	ভোজরোদেনি
nasima	নসিমা
ghag	ঘাগ
tobacco	টোবাকো
tully	টুলি
baiza	বাইজা
golbanu	গোলবানু
clark	ক্লার্ক
huge	হিউ
ruikar	রুইকার
fulan	ফুলন
miffin	মাফিন
gourshankar	গৌরশঙ্কর
johal	জোহাল
anandpur	আনন্দপুর
sadashib	সদাশিব
slater	স্লেটার
birinchi	বিরিঞ্চি
bandaratilleke	ভান্ডারাতিলক
abilas	অবিলাস
ngauruhoe	নৌরুহ
champak	চম্পক
asian	এসিয়ান
amarnath	আমরনাথ
pakhirani	পাখীরানী
dhul	ধুল
nihari	নীহারী
sarasota	সারসোতা
chitaranjan	চিওরঞ্জন
zyl	জিল
sheikhhosen	সেখহোসেন
ammasandra	অম্মাসানদ্রা
sanjana	সঞ্জনা
hubbard	হুব্বার্ড
bibhabati	বিভাবতী
barabhum	বারাভূম
marjinabegam	মরজিনাবেগম
pinault	পিনাউল্ট
satish	সতীশ
diwekar	দিওয়েকার
dona	ডোনা
kessel	কেসেল
sahidul	সহিদুল
plutonium	প্লুটোনিয়াম
faqruddin	ফকরুদ্দিন
kenamu	কেনামু
rintu	রিন্টু
hanarotelecom	হানারোটেলিকম
seventies	সেভেন্টিস
rajadhyaksha	রাজাধিয়াক্সা
timir	তিমির
yamaguchi	ইমাগুছি
ramshankar	রামশঙ্কর
sims	সিমস
gourishankar	গৌরিশঙ্কর
thermal	থারমাল
doulatali	দৌলতআলি
cloud	ক্লাউড
mahabatali	মহবতআলি
reunions	রেউইনিওন্স
dubula	ডুবুলা
janjgir	জাঞ্জগির
gopinath	গোপীনাথ
impenetrable	ইম্পেনেট্রাবল
tahera	তাহেরা
queensland	কুইনল্যান্ড
rathashwar	রথেশ্বর
elson	এলসন
rajiul	রাজিউল
maha	মাহা
vandul	ভন্ডুল
wills	উইলস
badrun	বাদরুন
bolangir	বোলাংগির
tony	টনি
itatiaia	ইতাতিয়াইয়া
ani	অনি
thames	থমাস
lakhindar	লক্ষীন্দর
